label,text
0,hands for haiti is a club founded to raise funds for children in haiti during my leadership more than were raised in the beginning of.
0,work closely with children with cancer and their families to bring a measure of relief by organizing a dreamroom makeover worked with childrenfam.
0,the national beta club organizing strong leadership activities in the community and supporting the student growth.
0,taught students how to play lead students to teach older people to play mahjong and share chinese culture in the senior center known as open link.
0,work w school admin and custodians to reduce waste on campus lead outreach programs to improve students recyclingcomposting habits.
0,designed to expand its members knowledge of the universe theres a weekly newsletter weekly lecturebased meetings observatory outings etc.
0,founded chapter in korea and am current president serves as of council members for fblas us national treasury council.
0,leadership skills class for aspiring business leaders and entrepreneurs.
0,i cofounded a club targeted to students who were not considered honors yet wanted to serve their communities.
0,loveisrespect national youth advisory board member break the cycle intern right to know founderpresident.
0,organized chinese festival gave monthly presentations on chinese cultures assisted new international students to adjust to school environment.
0,led kids to help the poorlivestock by creatingselling crafts met shurtechs ceo gained supportseed money raised for heifer intl.
0,hold discussions activities on marketing management accounting finance network for mock business ideas with students of other schools.
0,cofounder of the group a group of high school students regularly visits local nursing homes and holds various events and performances.
0,the big program is a school wide program that helps incoming students adjusted to boarding school life by pairing them with upperclassmen.
0,i am the president and founder of the club i organize weekly events such as movie showing field trips guest speaker speeches and seminars.
0,tutored students with physical mental or economic disadvnatages received the presidential volunteer service award congressional award.
0,founded a group that plays for nursing homes selected to attend the cremona international music festival for wks in italy as youngest member.
0,in my junior year i began to organize a group of students to participate in the national economics challenge and foster interest in the subject.
0,started a club of students to share music across genres thru lectures and discussion formed a friendly space for music lovers of different tastes.
0,founded school dance club organizes annual fundraising show proceeds to breast cancer research leads daily rehearsals choreographs dances.
0,the event attracted a large number of speakers to talk to the students about their interests ranging from neurobiology to politics.
0,organised the community involvement programme in a childcare centre founded by touch community to teach chinese calligraphy to children.
0,as a proud mun activist i found gfs mun and led gfs team to various mun conferences while participating in international mun conferences in asia.
0,i started this club by myself and have successfully taught and brought awareness to political issues around the world.
0,we provide selfdefense classes increase awareness in my community about domestic abuse and raise money for organizations like middle way house.
0,organized club meetings service and raised funds for womens organizations and organizing schoolwide assembly promoting healthy relationships.
0,serve as the clerk of the organization planning cultural activities around campus such as papercutting events and the lunar new year celebration.
0,organized a charity performance and a charity bazaar for people with cataracts in two major chinese cities gross profit rmb net profit rmb.
0,founded school club squash team grew from to members helped organize players to attend ntl tournament as first team from the midwest.
0,raised for udla unification of disabled latin americans designed official logo arranged pitch meetings with prospective sponsors.
0,notable accolade winner of the battle of the bands competition on international day founders day.
0,established a recreational park in a town with a population under now families wont have to drive over miles to get to the nearest park.
0,we collect and distribute books to kids in lowincome families to make education more accessible working with nonprofits developed a website.
0,i revived the literary arts magazine after years of no production.
0,founder and leader of valentines for veterans students donate baked goods and valentines day cards to veterans in the va nursing home.
0,interact is part of rotary international lead group of students founded localinternational projects raised over.
0,purchase materials instruct members to make various handcrafts schedule all activities sell products and donate earnings to other clubs activities.
0,founder of student government association author of sga bylaws sga meeting facilitator student fund raiser coordinator sga president sga v pres.
0,pizza and policy.
0,i created the organization in grade leading others to produce a collection of our schools writing and artwork we produced an page book.
0,managed environmental projects competed in national recycling competition founded lunch composting system directed electronic waste drives.
0,i have cofounded this social project years ago i fundraise to purchase bikes for the use of underprivileged kids in a school in bogota.
0,club that works with investing in stocks discussing economic trends.
0,we organized benefit performance and charity sales to help children sick with mediterranean anemia.
0,a facebook page dedicated to highlighting the experiences of women of color who have allowed me to photograph and ask them questions.
0,i was one of the founders of our firstyear science olympiad team i placed in all of my events third in anatomy and fourth in invasive species.
0,received best teammate award founders award pillar award selected for divarsity allstar game yr varsity letterman.
0,designed current trends fashion blog that also showcases music travel and food blogs hand designed current logo in charge of layout and posting.
0,i formed two bands outside of school good boy daisy and achromatic as lead guitarist i wrote a couple songs with gbd.
0,organized events eg sinbowl business contests the study of public speaking stock analysis market research via social media and meetings.
0,created a platform for peers to share their writing work and experience collected old books to build a community library in jixi village.
0,organize members to play traditional chinese instruments and give musical performance organize the chinese culture and customs concert.
0,plan sciencefiction related activities for meetings such as watching movies reading stories having discussions and plan trips for the club.
0,initiated surveys on public awareness concerns organized lectures to popularize nuclear power collected samples for third institute of oceanography.
0,founded club started publicity campaign to promote events organize cooking workshops give out free baked goods to teachers schoolmates.
0,founded and grew club to over members taught fellow students about finance and investment will compete in georgia division of stock market game.
0,regional volunteer since started club members raised for vaccines for homeless veterans books for kids in africa.
0,a library created for underserved preschool to promote early literacy featured in newspaper and local new channel.
0,cofounder of database for students to search internships recruited companiesindividuals currently expanding to add alumni college experiences.
0,helped draft club constitution recruited members provided problem solving for the upcoming amc competitions.
0,help fellow students to develop singing skills through a sociable relaxed setting serve as a bounding program in the boarding school.
0,learned to develop a successful business plans for a startup company such as service scopes and daily income analytics analyzed case studies.
0,foundedcreated thebottleprojectorg organized teamsponsors to handout bottles for positive tangible impacts in communityenviro cleanupdiscourse.
0,responsible for managing the magazines website submissions issues members of masthead advertising ventures blog newsletter and social media.
0,i founded this club to focus on the betterment of my communitys environment within the club members were able to establish our first school garden.
0,worked with cofounder and founder to teach underserved children especially girls business and coding supervised children during breaks and lunch.
0,project cebu is a charity that i founded in the summer of and aims toward getting kids off the street.
0,arrange the club activities every week plan what to cook manage sale of the food and find sponsors outside school to support clubs finance.
0,cofounded this rock band and participated in practices every week and performances at saint edwards high school.
0,rturn is a charity founded to benefit detroit while also improving impoverished international communities raised k to build a school in kenya.
0,cofounded program teach to grade kids literature and public speaking voted best teacher twice weekly hour long sessions of kids.
0,organize club members to discuss topics related to modern physics selected expository reading books invited professor to deliver lectures for us.
0,plan and execute fundraising events advertise and organize stock market simulation and secure guest speakers from various industries.
0,costarted a course for mental health awarenesseducation in school fundraise for mental health organizations arrange assemblies and info seminars.
0,i founded a website to inform the community about various legal issues contracts counsel etc surrounding the parttime job market in korea.
0,recruit new member collected and recycle the waste materials in local tourists site and parks.
0,i am a cofounder and pr representative for a nonprofit working to feed the homeless in new york with an innovative subscriptionbased model.
0,i was one of the founders of french club in my school i served as president and planned all club activities.
0,i founded gic in to create an environment where intellectually curious students are encouraged to discuss the pressing issues facing our world.
0,organized outdoor simulated selfdefense trainings discussed about fighter jets tanks from different countries studied famous battles from history.
0,started a cappella group in grade now leading womens hs a cappella arranged music led rehearsalsweek organized community performances.
0,founded schools drama club performed in plays for school.
0,participated in weekly team practice sessions coupled with independent study of relevant biology subtopics won regionals competed at nationals.
0,business club used online investment games to practice investing.
0,second symphony collects and donates musical instruments to disadvantaged children we hold regular instrument drives and raise funds for repair.
0,founder and president organized sanford food festival and world cuisine week produced school video.
0,in addition to required community service this group ran a soles soles shoe drive aided a midnight run and participated in a walk to fight cancer.
0,i cofounded the philosophy club a space where my classmates and i discuss controversial topics and philosophical questions.
0,developed a club that promotes social ethnic and gender equality for all students in the oak park unified school district.
0,cofounded first mens choir ensemble performed concerts informal venues and talent shows in addition to advanced choir performances.
0,name.
0,read various excerpts and books in english at the library for hours each thursday w club members discussed views on plots and characters.
0,coordinated chinese students to teach lower school students from ccds themed lesson per week on each wednesday after school.
0,advanced to internationals place texas state and district business analysis for bucees sw convenience chain.
0,presided over biweekly meeting to discuss current events related to gender equality organized fundraiser for syrian refugee girls.
0,publish page journal biannually organize and lead meetings review lab reports and select to publish mentor jr editor.
0,established the first filmtv literature cluborganized regular literature salon for all the members and shared thoughts and feelings with each other.
0,organized drama he grinch performed in school for two times joined in the best clubcompetition in chengdu and got the most popular club prize.
0,cofounded serve as president of academic enrichment solutions nonprofit offering free tutoring services to k students in the greater boston area.
0,executive leadership team member high school outreach cochair attended board meetings obtained sponsorships founded park tudor stair climb team.
0,every year i sign up sponsors to host my race comprised of one thousand longboarders who skate down fifth avenue in manhattan.
0,since there were no opportunities at my school to pursue my love of tennis i created a club and grew it from members to over members.
0,examined solutions to technology issues facing the global community achieved place at regionals and placestate.
0,create cycling website to disseminate go green concept by cycling organize many training and matchesattract over students to join it.
0,arranged time and place for the club to carry out each class and activity promoted the club and invited students who are interested in.
0,i translate works of certain actors by adding english and chinese subtitles in videos in three subtitle groups one of them is founded by me.
0,organized and led meetings fundraisers and events at school ice cream sandwich sales halloween gram sales flower bouquet making and card making.
0,we collect socks to distribute to the homeless and in doing so the socks are a tool of engagement to connect local youth w an important cause.
0,president of club that manages a stock account profits go to an educational grant for an underprivileged student in los angeles community.
0,founded schools competitive mock trial team practice legal argumentation and casework in preparation for a regional competition.
0,cofounded professional business and investing club to fill the void of business education and exposure at the catlin gabel school.
0,set up school chapter for society for the prevention of cruelty to animals had inschool volunteering events and organized trips to shelter.
0,organized and participated in meetings campaigns and fundraisers partnered with lgbt social equality club to install a genderneutral bathroom.
0,my friends and i created the club to encourage our peers to show school spirit at exeter events sports games and performances.
0,petitioned school for permission to establish club solicited club members fundraising donation to amnesty international.
0,in our year we went on to win the public league championship while individually i won first team allpublic honors and the sportsmanship award.
0,raised funds for and provided art therapy for hospitalized children in greenwich.
0,organized a value teaching activity once a week at fundacion hogar nueva granada during sophomorejunior year.
0,founded club as a freshman and have been campaigning to get people passionate about speech and debate placed in congressional at fischers meet.
0,cofounded a patented concussion recovery service and created a prototype validated by assoc professor of neurology at harvard medical school.
0,founded special needs sports club built program on judo principles and added music.
0,prepare teenagers for the army provide sports and nutrition programs for a group of teens lecture guide mentor and empower.
0,plan events fundraisers community outreach volunteer opportunities and partnering with other organizations to help mentor young dancers.
0,cofounded the blog up club where i led a team of creative writers to design online web portfolios of photography and writing.
0,compose a planning book concerning product of proofreading software via audio conversion formulate its price and promote it conduct market overview.
0,the clubs mission is to advocate for the protection of our natural environment and promote environmental social and economic sustainability.
0,invited to lead an introductory workshop on healthy eating for families obesity prevention for lowincome elementary grade level students.
0,provides the knowledge skill set and handson experience required to transform an innovative idea into a startup venture.
0,helped organize meetings establish original club base plan cultural events.
0,led my peers in creating business plans coo of a business called modulaire co cellphone modularity won place in competition award.
0,i published seven childrens books with my peers i sold the books at the school festival i donated the books and the money to a local orphanage.
0,this club discusses hiphop music creates music and invites guests involved in the music industry to speak to the club.
0,website setup and management planting trees in la area with the goal of trees affiliated with ma center and ammas billion tree project.
0,hosted workshops on political newsanalysis for members organized mun conference for juniors in southern china schools delegates.
0,increased members by students entrepreneur club joins nationwide venture concept competitions.
0,thehonestcollegeapp is a website where people fill out ridiculous fake college apps in an attempt to poke fun at the stressful application process.
0,founded a jewish awareness club this club helped educate my peers about judaism and israel i arranged and brought speakers to campus.
0,organized developed and institued a curriculum creating a template for expansion in my school district.
0,built for mutual study between chinese students exchange students from us promote our club recruit members make policiesorganize regular event.
0,found the club with other students from different high schools planned and organized activities such as annual college fair and love share marathon.
0,cofounder and manager of the atlanta action center for the ngo that fundraises money to ensure childrens rights in india.
0,i organized annual bakery sale for fund raising event among church elders the profit from sale was donated to the korean cultural center.
0,founded program with local elementary schools to promote interest in math and sciences will become annual yearround project for dfa.
0,taught and fostered love for chess in students and prepared them for tournamentstyle playing placed in numerous state and national tournaments.
0,created managing club to prepare high school students members for independent living in college nutrition fitness finance safety.
0,cofounded and helped organize student group planned visits to university labs and meetings with medical student mentors.
0,initiated and chaired local charity supervised fund collections via road shows food stalls and food drives.
0,instituted and pioneered the annual backpack drive to facilitate school supplies for underprivileged students received recognition from mayor.
0,womens empowerment through economic independence providing employment to more than rural women covered in mahasatta regional newspaper.
0,created team designed mag collected edited and contributed articles raised funds thru bake sale lottery also writer for yearbook.
0,played the role of the cabinet minister in rigmarole and the role of the clown in godspell.
0,remaking wasted paper into notebooks and selling them at school and thus have recycled thousand of pieces of paper.
0,as founder of humans of rcds i introduced rcds students to the community in a different way through photography instagram humansofrcds.
0,attend monthly city council meetings founded mayors youth council badger girls state delegate good citizen award.
0,founded the club to lead meaningful discussions in medical ethics attended the harvard national forensics tournament and yale tournament.
0,volunteer at local charity events fund raise for disaster relief organizations organize blanket drives for the homeless.
0,i founded the mit launch club this year.
0,berkeley service scholar award monetary grant plan art projects for kids interact and teach technique share my passion for art with youth.
0,organize and lead weekly meetingstournaments for students teach elementary school students chess skillsstrategies in afterschool program.
0,participated in labs and research shadowed medical researchers at uva coordinated speakers and mentoring partnerships.
0,founder started a project with two other friends where we fundraise money to make care packages with basic necessities for the homeless.
0,i created a letter writing campaign where people across the world can show their solidarity to victims of sexual abuse letters thus far.
0,i am cofounder of the politics club which serves as a forum for students to voice and discuss political opinions.
0,drafted bylaws and constitution organized pine crest town hall w other political clubs open to students of all political viewpoints.
0,nonprofit based around building wooden toys for homeless children and raising money huge support received featured in numerous media articles.
0,schools monthly finance and stock report responsible for production team silver medalist stn craft achievement award.
0,founder and president of muslim students association.
0,as president i have played a role in helping our club receive a grant to help with food deserts and hosts volunteer events.
0,a community oriented nonprofit program that focuses on teaching kids basic computer programming skills.
0,a student group focused on global health serving refugees through service projects with school chapters sponsored by neighbors emergency centers.
0,raise an awareness for lgbtq respect at schoolbrought guest speakers fundraised to buy lgbtq books for classes held antislurring campaign.
0,i founded club along with a classmate to benefit unicef and raise awareness about global issues i planned service projects and collected donations.
0,for my leadership role the widener university high school leadership award and a daughters of the american revolution good citizen nominee.
0,i was one of the original founders of this program which mentors struggling students by teaching useful organizationalplanning strategies and skills.
0,spread cultural awareness health benefits fundraising for charity childrens miracle network founder.
0,raise awareness and funds for universal clean water access provide water filters to impoverished families promoted clubs mission through editorial.
0,founded debate society recruited members trained juniors for muns and debates organized over debates annually over years.
0,raised to buy toys for children at duke hospital in raising money now for haven house a shelter for at risk youth in raleigh.
0,a business entrepreneurship program where students develop a business and present it at districts internationally.
0,jefferson award for public service san francisco bay area wwwtenniscommunitycarescom.
0,founded interhigh school esports league found sponsorship with afreecatv founded yiss esports club.
0,every other week the club meets to discuss movies or articles we have assigned and choose speakers to come tell us about their jobs as entrepreneurs.
0,created mission statement for the club and organized meeting places took attendance and minutes discussed communication skills needed for e sports.
0,assisted in the creation of the organization we plan events that aid in supporting young female athletes and young girls in my community.
0,work on demonstrations to present to younger kids to spark an interest in science we also expand our own knowledge by working on labs.
0,cofounded and expanded from members who participated in the wharton investment competition to members.
0,promoting the club among students recruiting new members setting and monitoring clubs goals running club meetings and organizing club events.
0,major leagues is a club that performs music for nearby nursing homes our repertoire ranges from christmas carols to daft punk.
0,c nonprofit organization with one prek school in panama created the website saihelporg.
0,i founded and organize my schools yoyo club we meet weekly to learn new tricks and to prepare for performances and competitions.
0,career and higher education consultancy startup served over students so far named best business plan at gems modern academys innovation fair.
0,i created a website called omarkazmiorg to highlight the accomplishments of women in pakistan and to defeat the stereotype of subserviency.
0,learn chinese tie dye traditional art form in china and won many prizes work as a ta in high school.
0,helped to foster an interest in anatomy by organizing activities and guest speeches by doctors.
0,founded and led the charity club in which we volunteered at hospitals and held drives and fundraisers for less fortunate individuals.
0,nonprofit organization for raising awareness and action about environmental sustainability issues in youth globally received national awardsgrants.
0,started a community service drive to collect dental supplies for miswak foundation to be used in mission trips to southeast asia.
0,founded dot club with members signed up invited speaker doctors every month planned hospital tours organized toy drive for shriners hospital.
0,through finance club i instilled an interest in finance and economics by holding yearly stock market challenges which people on average join.
0,gender racial political etc topics are discussed and ways to increase activism in our communities are suggested.
0,facilitate discussions on ethnic hair demonstrate styles.
0,focused on business education beam was a club last year i managed transition to school class we have spread beam to other schools in bay area.
0,joined norwich university bridge competition arduino and lego robotics.
0,studied the world of business and entrepreneurship through a combination of lectures guest speakers and longterm simulations.
0,cofounder numerous gold medals at regional competition helped the team qualify for state for four years numerous gold medals at state competition.
0,founded tedx conference scheduled for february organized and lead committee of students to plan conferencerelated activites and select speakers.
0,coordinate fundraising events to benefit underprivileged children locally internationally serve as regional president and founded school chapter.
0,teaches the fluidity of music in relation to other fields like art or math in low income elementary schools.
0,led and implemented semiannual school supply donation drives to benefit public school students please visit wwwsupplies kidslicom for details.
0,donated school materials clothing and food to children from underprivileged zones developed programs to instill social values in children.
0,attended weekly reading sessions played soft violin melodies for members posted book reviews online.
0,i run calf climate advocates launching the future an environmental club for lower schoolers as an extension of the upper school club cow.
0,proposed to and negotiated with school raised club membership to in one year hired coach and planned schedule conducted training and led drills.
0,organized a group of interested students including myself to learn c and algorithms with professor junyang li of southeast university.
0,won the third position by designing a money saving accounting app named money labs in an intensive week global business plan initiative.
0,learn and promote understanding of asian korean culture music food and history we are getting more and more attentions from student body.
0,i help write operate the boom mic camera and help edit my friends movies i also started the first brentwood film festival.
0,helped chinese students improve their english through biweekly meetings orchestrated a visit to supernova an international speech organization.
0,cofounded the interfaith society club at old mill high school.
0,founded student organization to discuss global inequality issues and contributed articles for the website.
0,sugar demo is a nonprofit organization that i created my junior year its purpose is to educate students on the harmful effects of sugar to health.
0,i was a member of the team who worked with brainvyne a small business in my hometown to boost presence in the community and on social media.
0,i helped create mod hip hop club to open the opportunity for individuals to express themselves through dance with little to no experience.
0,for lupus patients i collect money for lupus research foundations and host periodical clothing food and book drives for lupus patients and research.
0,i tested and presented the effect of a common ingredient on the bodily functions of a freshwater planaria to see how fertilizer effects aquatic lives.
0,nonprofit organization under kids kids with po leung kuk sprouts foundation and fcc secondary education services taught underprivileged students.
0,after my presentation at sxsw i was invited by steve guengerich cofounder to do an internship to learn about the makings of a startup company.
0,a discussion of issues for people of color includes topics such as police brutalitycultural appropriation intersectionality.
0,studentled quartet performed at various churches and recital halls to raise money for hmong refugee assistance.
